name,smiles,PeroxyAlkyl(RO2),PeroxyAcid(RCO3),Alcoxy(RO),Alcohol(C-H),Unsaturated(>C=C<),Aldehyde(-CHO),Carbonyl(>C=O),Nitrate(-ONO2),HydroPeroxide(-OOH),PAN(-C(O)OONO2)
C43NO3CO2H,CCC(C)(ON(=O)=O)C(=O)O,0,0,0,2,0,0,1,1,0,0
HM33C3NO3,OCCC(C)(C)ON(=O)=O,0,0,0,2,0,0,0,1,0,0
NDMEPHOLO2,CCC12OOC(C)(C=C(C)C2(O)O[O])C1ON(=O)=O,1,0,0,3,1,0,0,1,0,0
TLEMUCOH,O=CC1OC1C(O)C(O)C(=O)C,0,0,0,1,0,1,1,0,0,0
C7DDICARB,CCC(=O)C=C(C)C=O,0,0,0,2,1,0,1,0,0,0
IPBZOBPROH,O=C1C=CC2(OOC1C2O)C(C)C,0,0,0,2,1,0,0,0,0,0
MOCOCH2O,COC(=O)C[O],0,0,0,1,0,0,1,0,0,0
HEXANO3,CCCCCCON(=O)=O,0,0,0,1,0,0,0,1,0,0
C614CO,OCC(=O)CC(=O)C(=O)C,0,0,0,1,0,1,3,0,0,0
NC11H24,CCCCCCCCCCC,0,0,0,2,0,0,0,0,0,0
C625OH,OCCC(=O)C(C)(O)CO,0,0,0,1,0,0,1,0,0,0
TM124OLO,CC1=C(C)C([O])(O)C2(C)OOC1C2O,0,0,1,3,0,0,0,0,0,0
IPRFORMO,O=COC(C)(C)[O],0,0,1,2,0,0,0,0,0,0
ETHACET,CCOC(=O)C,0,0,0,2,0,1,1,0,0,0
DICLETOH,ClCC(O)Cl,0,0,0,1,0,0,0,0,0,0
M33C3CO3,[O]OC(=O)C(C)(C)CC,1,0,0,3,0,0,1,0,0,0
ENNCATECO2,CCC12OOC(C(=C(O)C2(O)O[O])N(=O)=O)C1ON(=O)=O,1,0,0,1,0,0,1,1,0,0
DICLETO2,[O]OC(Cl)CCl,1,0,0,0,0,0,0,0,0,0
M2BKANO3,O=N(=O)OC(C)C(C)C(=O)C,0,0,0,3,0,1,1,0,0,0
IPNCATCOOH,OOC1(O)C(=C(N(=O)=O)C2OOC1(C(C)C)C2O)O,0,0,0,1,0,0,1,0,1,0
INAHPCO2H,OOC(C)(C(=O)O)C(O)CON(=O)=O,0,0,0,1,0,0,1,1,1,0
NDNPBNZLO,CCCC12OOC(C=C(N(=O)=O)C2([O])O)(N(=O)=O)C1ON(=O)=O,0,0,1,1,1,0,2,1,0,0
TM124QONE,O=C1C=C(C)C(=O)C(=C1C)C,0,0,0,2,1,0,1,0,0,0
C625O2,OCCC(=O)C(C)(CO)O[O],1,0,0,1,0,0,1,0,0,0
C811OOH,OOCC1CC(C(=O)O)C1(C)C,0,0,0,2,0,0,1,0,1,0
C622PAN,[O-][N+](=O)OOC(=O)CC(CO)C(=C)C,0,0,0,1,0,0,1,0,0,1
C826CO3O,CCC(=O)C=CC([O])C(=O)C,0,0,1,2,1,1,2,0,0,0
M3PE,CCC(C)CC,0,0,0,3,0,0,0,0,0,0
CH3CCH3OOC,[O-][O+]=C(C)C,0,0,0,2,0,0,0,0,0,0
CH3CCH3OOB,[O-][O+]=C(C)C,0,0,0,2,0,0,0,0,0,0
M2HEXANO3,CC(C)CCC(C)ON(=O)=O,0,0,0,3,0,0,0,1,0,0
CH2CLCOOH,OOCCCl,0,0,0,0,0,0,0,0,1,0
BCLKAOOH,O=CCCC(=O)C1CC(C)(C)C1CC(OO)C(=O)C,0,0,0,3,0,1,2,0,1,0
HO3C86O2,CCC(O)CCC(CC)O[O],1,0,0,1,0,0,0,0,0,0
TM123OLOOH,OOC1(O)C2OOC(C)(C2O)C(=C1C)C,0,0,0,2,0,0,0,0,1,0
C6H13CHO,CCCCCCC=O,0,0,0,1,0,0,0,0,0,0
C41O,OCC([O])C(O)C=O,0,0,1,0,0,0,0,0,0,0
CHOMOHCO3H,CC(O)(C=O)C(=O)OO,0,0,0,1,0,0,1,0,0,0
T123CT1OOH,OOc1c(O)cc(C)c(C)c1C,0,0,0,3,0,0,0,0,1,0
MXYQONE,O=C1C=C(C)C(=O)C(=C1)C,0,0,0,2,1,0,1,0,0,0
OETLQOH,CCC1=C(C)C(=O)C(O)C(O)C1=O,0,0,0,2,0,0,1,0,0,0
HO2,nan,0,0,0,0,0,0,0,0,0,0
C3H7CO3,CCCC(=O)O[O],1,1,0,1,0,0,1,0,0,0
ME2BUOLOOH,OOC(C)(C)C(C)O,0,0,0,3,0,0,0,0,1,0
OETLQO2,[O]OC1C(O)C(=O)C(=C(C)C1=O)CC,1,0,0,2,0,0,2,0,0,0
INANCO2H,O=N(=O)OCC(O)C(C)(ON(=O)=O)C(=O)O,0,0,0,1,0,0,1,1,0,0
CO24M3C5OH,CC(C(=O)CO)C(=O)C,0,0,0,2,0,1,2,0,0,0
HO6CO9C11,CCCCCC(O)CCC(=O)CC,0,0,0,2,0,0,1,0,0,0
MBOCOCO,O=CC(=O)C(C)(C)O,0,0,0,2,0,0,1,0,0,0
IPRMEETO,COC(C)(C)[O],0,0,1,3,0,0,0,0,0,0
ME3BUOLO,OCC([O])C(C)C,0,0,1,2,0,0,0,0,0,0
ISOPDOH,CC(=C)C(O)CO,0,0,0,1,0,0,0,0,0,0
HO2M2C4OH,OCCC(C)(C)O,0,0,0,2,0,0,0,0,0,0
EOX2MECO3,CCOCC(=O)O[O],1,1,0,1,0,0,1,0,0,0
PECNO3,CCC(CC)ON(=O)=O,0,0,0,1,0,0,0,1,0,0
C1212OOH,OCCC(=O)C1(OO)CC(C)(C)C1CCC(=O)O,0,0,0,2,0,0,2,0,0,0
C4PAN1,OCCCC(=O)OON(=O)=O,0,0,0,0,0,0,1,1,0,1
C4PAN2,OCCC(O)C(=O)OON(=O)=O,0,0,0,0,0,0,1,1,0,1
C4PAN3,CC(O)CC(=O)OON(=O)=O,0,0,0,1,0,0,1,1,0,1
C4PAN4,OCC(C)C(=O)OON(=O)=O,0,0,0,1,0,0,1,1,0,1
C4PAN5,O=N(=O)OOC(=O)C(C)(C)O,0,0,0,2,0,0,1,0,0,0
C4PAN6,O=N(=O)OOC(=O)C(O)C(=O)C,0,0,0,1,0,1,2,0,0,0
C4PAN7,OCC=CC(=O)OON(=O)=O,0,0,0,0,1,0,1,1,0,1
C4PAN8,C=CC(O)C(=O)OON(=O)=O,0,0,0,1,0,0,1,1,0,1
C4PAN9,O=N(=O)OCC=CC(=O)OON(=O)=O,0,0,0,0,1,0,1,1,0,1
C914OH,O=CC1C(=O)CC(=O)C(O)C1(C)C,0,0,0,2,0,0,2,0,0,0
ETOC2NO3,CCOCCON(=O)=O,0,0,0,1,0,0,0,1,0,0
HO2M2C5OOH,OOCCCC(C)(C)O,0,0,0,2,0,0,0,0,1,0
EIPKAOOH,CCC(=O)C(C)(C)OO,0,0,0,3,0,0,1,0,0,0
C512O2,[O]OCCC(=O)CC=O,1,0,0,0,0,0,1,0,0,0
PROPALOOH,CC(OO)C=O,0,0,0,1,0,0,0,0,1,0
C511O,O=CCC([O])C(=O)C,0,0,1,1,0,1,1,0,0,0
C1310OH,OCCC(=C)C(=O)CC(C)(C)C(O)CCC(=O)O,0,0,0,2,0,0,2,0,0,0
CHOC3COO,[O]CC(=O)CC=O,0,0,0,0,0,0,1,0,0,0
HMGLOOA,[O-][O+]=CC(=O)CO,0,0,0,0,0,0,1,0,0,0
C817O,[O]CC(CCC(=O)C)C(=O)C,0,0,0,1,0,1,2,0,0,0
C713O2,[O]OC(C)(CC(=O)C)C(=O)C,1,0,0,2,0,1,2,0,0,0
INB1NBCO2H,OCC(ON(=O)=O)C(C)(ON(=O)=O)C(=O)O,0,0,0,1,0,0,2,2,0,0
MXYFUO,CC1OC(=O)C(C)([O])C1O,0,0,1,2,0,0,1,0,0,0
HO3C5O,[O]CCC(O)CC,0,0,0,1,0,0,0,0,0,0
C2CL3HOOOH,OOC(Cl)C(O)(Cl)Cl,0,0,0,0,0,0,0,0,1,0
NOPINAOOH,OOC1CC(=O)C2CC1C2(C)C,0,0,0,2,0,0,1,0,1,0
CO23C65O2,CC(CC(=O)C(=O)C)O[O],1,0,0,1,0,0,2,0,0,0
C5COO2NO2,O=N(=O)OOC(=O)C=CC(=O)C,0,0,0,1,1,1,2,0,0,0
C914O2,[O]OC1C(=O)CC(=O)C(C=O)C1(C)C,1,0,0,2,0,0,3,0,0,0
C1214O,O=CCCC(=O)C1([O])CC(C)(C)C1CCO,0,0,1,2,0,0,1,0,0,0
NAPINAO2,[O]OC1(C)C(ON(=O)=O)CC2CC1C2(C)C,1,0,0,3,0,0,1,1,0,0
C921OOH,OCC(=O)C1(OO)CC(CO)C1(C)C,0,0,0,2,0,0,1,0,0,0
BCLKBO,O=CCCC(=O)C1CC(C)(C)C1CCC(=O)C[O],0,0,0,2,0,0,2,0,0,0
CO356OCOOH,CC(OO)C(=O)OC(=O)C(=O)C,0,0,0,2,0,1,3,0,1,0
C61OH,CC(=O)CC(O)C(C)O,0,0,0,2,0,0,1,0,0,0
C734OOH,OCC(CC(OO)C(=O)O)C(=O)C,0,0,0,1,0,1,2,0,1,0
MMALANHYO2,CC1(O[O])C(O)C(=O)OC1=O,1,0,0,1,0,0,1,0,0,0
NORLIMO2,O=CC(CCC(=O)C)C(C)(CO)O[O],1,0,0,1,0,0,1,0,0,0
C6H5C2CO2H,OC(=O)Cc1ccccc1,0,0,0,0,0,0,1,0,0,0
HO2M2C5O,[O]CCCC(C)(C)O,0,0,0,2,0,0,0,0,0,0
H2O2,nan,0,0,0,0,0,0,0,0,0,0
C614CO23OH,CCC(=O)C(O)C(O)C=O,0,0,0,1,0,0,1,0,0,0
NTM124QO2,[O]OC1(C)C(ON(=O)=O)C(=O)C(=C(C)C1=O)C,1,0,0,3,0,0,3,1,0,0
C63NO32O2,CCCC(ON(=O)=O)C(C)O[O],1,0,0,2,0,0,1,1,0,0
PRONO3AO2,[O]OCC(C)ON(=O)=O,1,0,0,1,0,0,0,1,0,0
C10PAN1,CCCCCCCC(O)CC(=O)OON(=O)=O,0,0,0,1,0,0,1,1,0,1
C10PAN2,O=N(=O)OOC(=O)CC1CC(C(=O)C)C1(C)C,0,0,0,2,0,0,2,0,0,0
C23O3MO,CC([O])OC(=O)C(=O)C,0,0,1,2,0,1,2,0,0,0
PEBO,CCCC(C)[O],0,0,1,2,0,0,0,0,0,0
H13C43CHO,CC(O)(CCO)C=O,0,0,0,1,0,0,0,0,0,0
ACPRONEOOH,OOC(OC(=O)C)C(=O)C,0,0,0,1,0,1,2,0,1,0
C3DIALO,O=CC([O])C=O,0,0,1,0,0,0,0,0,0,0
TLBIPERNO3,O=N(=O)OC1C=CC2(C)OOC1C2O,0,0,0,1,1,0,0,0,0,0
MCOCOMOXO,CC(=O)C(=O)OC[O],0,0,0,1,0,0,1,0,0,0
C61O2,[O]OC(CC(=O)C)C(C)O,1,0,0,1,0,0,1,0,0,0
CYHXDIOLA,OC1CCCCC1O,0,0,0,0,0,0,0,0,0,0
ETOMEPAN,CCOCC(=O)OON(=O)=O,0,0,0,1,0,0,1,1,0,1
HEX3ONBO2,CCC(=O)C(CC)O[O],1,0,0,1,0,0,1,0,0,0
TMB1FUOH,O=C1OC(C)C(C)(O)C1O,0,0,0,2,0,0,0,0,0,0
HO5C5CO3,CCCCC(O)C(=O)O[O],1,1,0,1,0,0,1,0,0,0
CO25C73O2,[O]OC(CC(=O)CC)C(=O)C,1,0,0,1,0,1,2,0,0,0
MXYMUCNO3,O=CC1(C)OC1C(O)C(ON(=O)=O)C(=O)C,0,0,0,2,0,1,2,1,0,0
C630OOH,OCCC(=C)C(=O)COO,0,0,0,0,0,0,1,0,1,0
HO3C3CHO,CCC(O)C=O,0,0,0,1,0,0,0,0,0,0
CH3SO2O2,[O]OS(=O)(=O)C,1,0,0,1,0,1,1,0,0,0
NNCATECOOH,OOC1(O)C(=CC2(OOC1C2ON(=O)=O)N(=O)=O)O,0,0,0,0,0,0,0,1,1,0
METLPOXMUC,CC1(OC1C=CC(=O)CC)C=O,0,0,0,1,1,0,1,0,0,0
HO1C3OOH,OCCCOO,0,0,0,0,0,0,0,0,1,0
C818CO,OCC(CC(=O)C(=O)C)C(=O)C,0,0,0,1,0,1,3,0,0,0
MXNNCATOOH,OOC1(O)C(=C(N(=O)=O)C2(C)OOC1(C)C2ON(=O)=O)O,0,0,0,2,0,0,1,1,1,0
C1310OOH,OCCC(=C)C(=O)CC(C)(C)C(OO)CCC(=O)O,0,0,0,2,0,0,2,0,1,0
IEB1CHO,CC1(OC1CO)C=O,0,0,0,1,0,0,0,0,0,0
EBFUONE,CCC1OC(=O)C=C1,0,0,0,1,1,0,1,0,0,0
TM123BCHO,O=Cc1cccc(C)c1C,0,0,0,2,0,0,0,0,0,0
MACRNCO2H,OCC(C)(ON(=O)=O)C(=O)O,0,0,0,1,0,0,1,1,0,0
CO25C73OH,CCC(=O)CC(O)C(=O)C,0,0,0,2,0,1,2,0,0,0
HO14M3C5,OCCC(C)C(C)O,0,0,0,2,0,0,0,0,0,0
TMB1FUO2,[O]OC1(C)C(C)OC(=O)C1O,1,0,0,2,0,0,1,0,0,0
EPXMDLCO3,CC1(OC1C(=O)O[O])C=O,1,0,0,1,0,0,1,0,0,0
C128CO,OCCC(=C)C(=O)CC(C)(C)C(=O)CC=O,0,0,0,2,0,0,2,0,0,0
CH2OHCL2O,OCC([O])(Cl)Cl,0,0,1,0,0,0,0,0,0,0
NDNCRESOOH,OOC1(O)C(=CC2(OOC1(C)C2ON(=O)=O)N(=O)=O)N(=O)=O,0,0,0,1,0,0,0,1,1,0
MIBKAO,CC(=O)CC(C)(C)[O],0,0,1,3,0,0,1,0,0,0
C732O2,[O]OCC(CCC(=O)O)C(=O)C,1,0,0,1,0,1,2,0,0,0
OETOH,CCc1c(C)cccc1O,0,0,0,2,0,0,0,0,0,0
C144O2,O=CCC(CO)(O[O])C1CC(C)(C)C1CCC(=O)C,1,0,0,3,0,1,1,0,0,0
H3C25C6OH,CC(=O)C(O)CC(=O)CO,0,0,0,1,0,0,2,0,0,0
H3C25C6O2,CC(=O)C(O)CC(=O)CO[O],1,0,0,1,0,0,2,0,0,0
IPRFORMNO3,O=COC(C)(C)ON(=O)=O,0,0,0,2,0,0,0,1,0,0
M3C4CHO,CC(CC=O)CC,0,0,0,2,0,0,1,0,0,0
C732OH,OCC(CCC(=O)O)C(=O)C,0,0,0,1,0,1,2,0,0,0
CO3H4CHO,CCC(=O)C(O)C=O,0,0,0,1,0,0,1,0,0,0
C6COHOCHO,OCCCC(=O)CC=O,0,0,0,0,0,0,1,0,0,0
C5EDBCO3,[O]OC(=O)C(=CC(=O)C(=O)C)CC,1,0,0,1,0,0,3,0,0,0
NAOO,[O-][O+]=CCCON(=O)=O,0,0,0,0,0,0,0,1,0,0
C62O,CC(=O)C(=O)C([O])C(=O)C,0,0,1,2,0,1,3,0,0,0
C4DBM2PAN,O=CC(=O)C(=C(C)C(=O)OON(=O)=O)C,0,0,0,2,0,0,3,1,0,0
CH3CLCOCL,ClC(=O)C(C)Cl,0,0,0,2,0,0,1,0,0,0
CYHEXOL,OC1CCCCC1,0,0,0,0,0,0,0,0,0,0
HM33C3O2,OCCC(C)(C)O[O],1,0,0,2,0,0,0,0,0,0
TLBIPEROOH,OOC1C=CC2(C)OOC1C2O,0,0,0,1,1,0,0,0,1,0
CO3C5CO3H,CCC(=O)CCC(=O)OO,0,0,0,1,0,0,2,0,0,0
ISOPBNO3,OCC(C)(C=C)ON(=O)=O,0,0,0,1,1,0,0,1,0,0
C93NO3,CCCC(O)C(CC(=O)CC)ON(=O)=O,0,0,0,1,0,0,1,1,0,0
MMFO,COC([O])OC=O,0,0,1,1,0,0,0,0,0,0
NBUTOLAO,CCC([O])CO,0,0,1,1,0,0,0,0,0,0
NOXYFUO,O=N(=O)OC1(C)COC(=O)C1(C)[O],0,0,1,2,0,0,1,0,0,0
C825CO,OCC(CC(=O)C(=O)O)C(=C)C,0,0,0,1,0,0,1,0,0,0
C1215O,O=CCCC(=O)C(=O)CC(C)(C)C([O])CCO,0,0,1,2,0,0,2,0,0,0
NC524NO3,OCC(ON(=O)=O)C(CO)(CO)ON(=O)=O,0,0,0,0,0,0,1,2,0,0
CONM2CO3,[O]OC(=O)C(C)(C=O)ON(=O)=O,1,0,0,1,0,0,2,1,0,0
IC4H9OOH,OOCC(C)C,0,0,0,2,0,0,0,0,1,0
BZBIPERNO3,O=N(=O)OC1C=CC2OOC1C2O,0,0,0,0,1,0,0,0,0,0
C23O3MCO3,[O]OC(=O)C(C)OC(=O)C(=O)C,1,0,0,2,0,1,3,0,0,0
NC102OOH,OOC(C)(C)C1CC(=O)CC(=O)C1(C)ON(=O)=O,0,0,0,3,0,0,2,1,1,0
H3M3C5CO3,[O]OC(=O)CCC(C)(O)CC,1,0,0,2,0,0,1,0,0,0
CCL3O,[O]C(Cl)(Cl)Cl,0,0,0,0,0,0,0,0,0,0
MEKCOH,CCC(=O)CO,0,0,0,1,0,0,1,0,0,0
EOCOCH2O,CCOC(=O)C[O],0,0,0,1,0,0,1,0,0,0
TM124BP2OH,OC1C2(C)C=CC(C)(O)C1(C)OO2,0,0,0,3,1,0,0,0,0,0
CHCL2COCL,ClC(=O)C(Cl)Cl,0,0,0,1,0,0,1,0,0,0
C139O,OCCC(=C)C1([O])CC(C)(C)C1CCC(=O)O,0,0,1,2,0,0,1,0,0,0
NOPINDCO,O=C1CC2CC(C1=O)C2(C)C,0,0,0,2,0,0,1,0,0,0
C2H5OOH,CCOO,0,0,0,1,0,0,0,0,1,0
C5M2OHOCO3,O=CC(O)C(=O)C(=C(C)C(=O)O[O])C,1,0,0,2,0,0,2,0,0,0
HM22C3CO3H,OOC(=O)CC(C)(C)CO,0,0,0,2,0,0,1,0,1,0
TBUTOL,CC(C)(C)O,0,0,0,3,0,0,0,0,0,0
C87CO,O=CC(=O)C(C=O)C(C)(C)C=O,0,0,0,2,0,0,2,0,0,0
C88O,O=C1CCC(=O)C(C)(C)C1[O],0,0,0,2,0,0,1,0,0,0
NDNOXYLOOH,OOC1(O)C(=C(C)C2(C)OOC1(N(=O)=O)C2ON(=O)=O)N(=O)=O,0,0,0,2,0,0,1,1,1,0
C518PAN,[O-][N+](=O)OOC(=O)C(CO)C(=C)C,0,0,0,1,0,0,1,0,0,1
H3M3C5O2,CC(O)(CCO[O])CC,1,0,0,2,0,0,0,0,0,0
C824CO,OCCC(C(=C)C)C(=O)C=O,0,0,0,0,0,0,1,0,0,0
DMEBMUOH,CC(O)(C(O)C(=O)CC)C1OC1(C)C=O,0,0,0,2,0,0,1,0,0,0
MEKCO2,CCC(=O)CO[O],1,0,0,1,0,0,1,0,0,0
C117O,OCCC(=O)C1([O])CC(C)(C)C1CC=O,0,0,1,2,0,0,1,0,0,0
C923CO3H,OOC(=O)CC(CCC(=O)C)C(=C)C,0,0,0,1,0,0,2,0,1,0
IPRMETOOH,COC(C)(C)OO,0,0,0,3,0,0,0,0,0,0
NOETOLO2,CCC1=C(C)C2OOC(C2ON(=O)=O)C1(O)O[O],1,0,0,2,0,0,1,1,0,0
MO2EOLAO,COC([O])CO,0,0,1,1,0,0,0,0,0,0
C717O2,O=CCC(O[O])CC(=O)C(=O)C,1,0,0,1,0,1,2,0,0,0
C521O2,OCCC(=O)C(=O)CO[O],1,0,0,0,0,0,2,0,0,0
PXYFUOH,CC1(O)C(O)COC1=O,0,0,0,1,0,0,0,0,0,0
DNPXYOLO,O=N(=O)C1=C(C)C2(OOC(C)(C2O)C1([O])O)N(=O)=O,0,0,1,2,0,0,1,0,0,0
INDOH,OCC(ON(=O)=O)C(C)(O)CO,0,0,0,1,0,0,1,1,0,0
INDO2,OCC(ON(=O)=O)C(C)(CO)O[O],1,0,0,1,0,0,1,1,0,0
C914O,O=CC1C(=O)CC(=O)C([O])C1(C)C,0,0,1,2,0,0,2,0,0,0
HO3C106O2,CCCCC(O[O])CCC(O)CC,1,0,0,2,0,0,0,0,0,0
ALCOMOXOOH,OOCOC(=O)C=O,0,0,0,0,0,0,1,0,1,0
PXYFUO2,[O]OC1(C)C(O)COC1=O,1,0,0,1,0,0,0,0,0,0
IPBZMUCO2H,CC(C)C(=O)C=CC1OC1C(=O)O,0,0,0,2,1,0,2,0,0,0
C4COMOHPAN,O=N(=O)OOC(=O)C(C)(O)C(=O)C(=O)C,0,0,0,2,0,1,3,0,0,0
PTNNCATCO2,[O]OC1(O)C(=C(C)C2(OOC1(CC)C2ON(=O)=O)N(=O)=O)O,1,0,0,1,0,0,0,1,0,0
NDNEBNZLO,CCC12OOC(C=C(N(=O)=O)C2([O])O)(N(=O)=O)C1ON(=O)=O,0,0,1,1,1,0,2,1,0,0
IPRACBCO3,CC(OC(=O)C)C(=O)O[O],1,1,0,1,0,0,2,0,0,0
IPEBNO3,O=N(=O)OC(C)C(C)C,0,0,0,3,0,0,0,0,0,0
C91O2,CCCCC(O[O])CC(=O)CC,1,0,0,2,0,0,1,0,0,0
NOETOLOH,CCC1=C(C)C2OOC(C2ON(=O)=O)C1(O)O,0,0,0,2,0,0,1,1,0,0
IBUTOLCO,OCC(C)C[O],0,0,0,1,0,0,0,0,0,0
ACPRONEO,CC(=O)OC([O])C(=O)C,0,0,1,2,0,1,2,0,0,0
M3PEBO,CCC(C)C(C)[O],0,0,1,3,0,0,0,0,0,0
CYHXOLAOOH,OOC1CCCCC1O,0,0,0,0,0,0,0,0,1,0
NC41OO,OC(C(=[O+][O-])C)CON(=O)=O,0,0,0,0,0,0,0,1,0,0
H2M2CO5C6,CC(=O)CCC(C)(C)O,0,0,0,3,0,0,1,0,0,0
CYHEXONE,O=C1CCCCC1,0,0,0,0,0,0,0,0,0,0
C4COMOH3O2,CCC(O[O])CC(=O)CO,1,0,0,1,0,0,1,0,0,0
M23C43NO3,O=N(=O)OC(C)(C)C(C)C,0,0,0,4,0,0,0,0,0,0
MXYLCO3,[O]OC(=O)c1cccc(C)c1,1,0,0,1,0,0,1,0,0,0
C721OOH,OOC1CC(C(=O)O)C1(C)C,0,0,0,2,0,0,1,0,1,0
MXYOLOOH,OOC1(O)C=CC2(C)OOC1(C)C2O,0,0,0,2,1,0,0,0,1,0
C4COMOH3OH,CCC(O)CC(=O)CO,0,0,0,1,0,0,1,0,0,0
C826OOH,O=CCC(CC=O)C(C)(CO)OO,0,0,0,1,0,0,1,0,0,0
TM124MUOOH,OOC(C(O)C(=O)C)C1(C)OC1(C)C=O,0,0,0,2,0,0,1,0,1,0
BZEMUCOOH,O=CC(O)C(OO)C1OC1C=O,0,0,0,0,0,0,0,0,1,0
TM124OHNO2,Cc1cc(N(=O)=O)c(C)c(C)c1O,0,0,0,3,0,0,1,0,0,0
ETBECNO3,O=N(=O)OCCOC(C)(C)C,0,0,0,3,0,0,0,0,0,0
SBUACBNO3,O=N(=O)OC(C)C(C)OC(=O)C,0,0,0,3,0,1,1,0,0,0
C5CODBCO2H,CC(=O)C=C(C)C(=O)O,0,0,0,2,1,0,2,0,0,0
C6OH5NO3,CCCCC(CO)ON(=O)=O,0,0,0,1,0,0,0,1,0,0
T123NCATEC,Cc1c(C)c(N(=O)=O)c(O)c(O)c1C,0,0,0,3,0,0,1,0,0,0
PCATEC1O2,CCCc1cccc(O)c1O[O],1,0,0,1,0,0,0,0,0,0
H2M5C65O,CC(O)CCC(C)(C)[O],0,0,1,3,0,0,0,0,0,0
COO2C4CHO,COC(=O)CCC=O,0,0,0,1,0,0,1,0,0,0
C8M2CO6O,CCC(=O)C=C(C)C([O])C(=O)C,0,0,1,3,1,1,2,0,0,0
PRCOOMCO3,CCCC(=O)OCC(=O)O[O],1,1,0,1,0,0,2,0,0,0
EBZMUCCO3H,CCC(=O)C=CC1OC1C(=O)OO,0,0,0,1,1,0,2,0,0,0
EBFUO2,CCC1OC(=O)C(O[O])C1O,1,0,0,1,0,0,1,0,0,0
EBFUOH,CCC1OC(=O)C(O)C1O,0,0,0,1,0,0,1,0,0,0
TM124BPNO3,O=N(=O)OC1(C)C=CC2(C)OOC1(C)C2O,0,0,0,3,1,0,0,0,0,0
IBUTOLCO2H,OOCC(C)CO,0,0,0,1,0,0,0,0,1,0
NPPRBQO2,CCCC1=CC(=O)C(O[O])C(ON(=O)=O)C1=O,1,0,0,1,0,0,2,1,0,0
C718CO3,[O]OC(=O)CCC(=O)C(C)(C)C=O,1,0,0,2,0,0,2,0,0,0
MMCFNO3,O=COC(=O)OCON(=O)=O,0,0,0,0,0,0,1,1,0,0
MTBEALCO3H,O=COC(C)(C)C(=O)OO,0,0,0,2,0,0,1,0,0,0
CO3C54CO3,CCC(=O)C(C)C(=O)O[O],1,1,0,2,0,0,2,0,0,0
HOPINONIC,OCC(=O)C1CC(CC(=O)O)C1(C)C,0,0,0,2,0,0,2,0,0,0
HC4ACO3,OCC(=CC(=O)O[O])C,1,0,0,1,0,0,1,0,0,0
PXYQO,CC1=CC(=O)C(C)([O])C(O)C1=O,0,0,1,2,0,0,1,0,0,0
APINBOH,OC1CC2CC(C1(C)O)C2(C)C,0,0,0,3,0,0,0,0,0,0
PBZMUCPAN,CCCC(=O)C=CC1OC1C(=O)OON(=O)=O,0,0,0,1,1,0,2,1,0,1
METLMUCOOH,CC1(OC1C(O)C(OO)C(=O)CC)C=O,0,0,0,1,0,0,1,0,1,0
C5CO14O2,CC(=O)C=CC(=O)O[O],1,1,0,1,1,0,2,0,0,0
BZFUCO,OC1COC(=O)C1=O,0,0,0,0,0,0,1,0,0,0
C822OH,OCCC(CC=O)C(=C)C,0,0,0,1,0,0,1,0,0,0
HOBUT2CHO,CC(CCO)C=O,0,0,0,1,0,0,0,0,0,0
C822O2,[O]OCCC(CC=O)C(=C)C,1,0,0,1,0,0,1,0,0,0
C719OOH,OOC1(C)C(O)CC(=O)CC1O,0,0,0,1,0,0,1,0,1,0
NPROACECO2,[O]OCCCOC(=O)C,1,0,0,1,0,1,1,0,0,0
C5DBEPAN,CCC(=CC(=O)OON(=O)=O)C(=O)C(=O)C,0,0,0,2,0,1,4,1,0,0
C5CO14OH,CC(=O)C=CC(=O)O,0,0,0,1,1,0,2,0,0,0
M3HEXANO3,CCC(C)CC(C)ON(=O)=O,0,0,0,3,0,0,0,1,0,0
INB1NBCO3,[O]OC(=O)C(C)(ON(=O)=O)C(CO)ON(=O)=O,1,0,0,1,0,0,2,2,0,0
C730OOH,OCCC(C=O)C(C)(CO)OO,0,0,0,1,0,0,1,0,0,0
TLBIPERO2,[O]OC1C=CC2(C)OOC1C2O,1,0,0,1,1,0,0,0,0,0
C7CO4EDB,O=CC(=O)C=C(CC)C(=O)C(=O)C,0,0,0,1,1,1,3,0,0,0
PBZMUCCO3,CCCC(=O)C=CC1OC1C(=O)O[O],1,1,0,1,1,0,2,0,0,0
IPGLOOB,[O-][O+]CC(=O)C(C)C,1,0,0,2,0,0,1,0,0,0
C31PAN,O=COC=CC(=O)OO[N+](=O)[O-],0,0,0,0,1,0,1,0,0,1
C521OH,OCCC(=O)C(=O)CO,0,0,0,0,0,0,2,0,0,0
IBUDIALCO3,CC(C=O)C(=O)O[O],1,1,0,1,0,0,1,0,0,0
TM124BCO3,[O]OC(=O)c1ccc(C)c(C)c1,1,0,0,2,0,0,1,0,0,0
CO24C53O,CC(=O)C([O])C(=O)C,0,0,1,2,0,1,2,0,0,0
BCKAO2,[O]OC1(C)CCC2C(CC2(C)C)C(=O)CCC1O,1,0,0,2,0,0,1,0,0,0
NMETLQO2,CCC1=CC(=O)C(ON(=O)=O)C(C)(O[O])C1=O,1,0,0,2,0,0,2,1,0,0
ACROOA,[O-][O+]=CC=C,0,0,0,1,0,0,0,0,0,0
